CustomerID,LookalikeCustomerID,SimilarityScore
C0032,C0087,0.9999996777951088
C0033,C0092,0.9999961028743863
C0033,C0058,0.9999956722097124
C0033,C0049,0.9999937085538577
C0034,C0022,0.9999998956353998
C0034,C0009,0.9999998946728887
C0034,C0077,0.9999998705085453
C0035,C0146,0.9999995331155166
C0035,C0018,0.9999987204176713
C0035,C0085,0.999998443712226
C0036,C0187,0.9999994879350322
C0036,C0124,0.9999992782221473
C0036,C0167,0.9999992325921274
C0037,C0038,0.9999999584329823
C0037,C0160,0.9999999562165917
C0037,C0152,0.9999998888164306
C0038,C0160,0.9999999999712174
C0038,C0104,0.9999999653149023
C0038,C0152,0.9999999613242465
C0039,C0154,0.9999997137725626
C0039,C0054,0.9999991652638923
C0039,C0085,0.9999979398463189
C0040,C0198,0.9999999751247298
C0040,C0029,0.9999999576975808
C0040,C0109,0.9999999427330023
C0041,C0017,0.9999999454726023
C0041,C0081,0.9999999423740847
C0041,C0121,0.9999998793895342
C0042,C0061,0.999999999899861
C0042,C0010,0.9999999864814563
C0042,C0099,0.9999999679926506
C0043,C0108,0.9999999831850541
C0043,C0103,0.9999999631656274
C0043,C0135,0.9999999624071572
C0044,C0032,0.999999641639446
C0044,C0028,0.9999995905065843
C0044,C0013,0.9999994006247434
C0045,C0184,0.9999999826552727
C0045,C0001,0.9999999786669439
C0045,C0188,0.9999999736084999
C0046,C0116,0.9999980826172826
C0046,C0124,0.9999976177651829
C0046,C0098,0.9999975370859248
C0047,C0015,0.9999998434383934
C0047,C0123,0.9999998245629608
C0047,C0081,0.99999972431322
C0048,C0055,0.9999999424218775
C0048,C0114,0.9999994731292936
C0048,C0154,0.9999980370846706
C0049,C0072,0.9999980775215885
C0049,C0092,0.9999975967012762
C0049,C0013,0.999996988138504
C0050,C0186,0.9999997692436412
C0050,C0087,0.9999996245341461
C0050,C0130,0.9999993809383645
C0051,C0181,0.9999999522386858
C0051,C0119,0.9999999004189382
C0051,C0008,0.9999998844825241
C0052,C0136,0.999999945405094
C0052,C0076,0.9999997077484959
C0052,C0097,0.9999996963562026
C0053,C0086,0.9999999832548806
C0053,C0173,0.9999999824064415
C0053,C0103,0.9999999812801108
C0054,C0039,0.9999991652638923
C0054,C0154,0.9999983570771238
C0054,C0098,0.9999981792546688
C0055,C0048,0.9999999424218775
C0055,C0114,0.9999997638971055
C0055,C0154,0.9999976215183742
C0056,C0034,0.9999996318157216
C0056,C0077,0.9999995561937834
C0056,C0030,0.9999995142336865
C0057,C0028,0.9999997117871136
C0057,C0190,0.9999995008266342
C0057,C0087,0.9999993888963778
C0058,C0092,0.9999994106867512
C0058,C0056,0.9999992994210207
C0058,C0030,0.9999991058419925
C0059,C0003,0.9999998351188037
C0059,C0031,0.9999998151116297
C0059,C0008,0.9999997739023372
C0060,C0159,0.9999999002978509
C0060,C0152,0.999999882132179
C0060,C0100,0.999999877641689
C0061,C0042,0.999999999899861
C0061,C0010,0.9999999874930922
C0061,C0099,0.9999999702913951
C0062,C0134,0.9999999530461238
C0062,C0145,0.9999999495050276
C0062,C0133,0.9999999470961644
C0063,C0142,0.9999995177475176
C0063,C0126,0.9999993997313266
C0063,C0193,0.9999989919442503
C0064,C0121,0.9999999222581127
C0064,C0041,0.9999998678572647
C0064,C0017,0.9999998480125111
C0065,C0012,0.9999998829332635
C0065,C0136,0.9999993753742245
C0065,C0052,0.9999992725723387
C0066,C0105,0.9999941480831885
C0066,C0114,0.9999845359833331
C0066,C0055,0.9999835646440707
C0067,C0200,0.9999999634731304
C0067,C0107,0.9999999565058053
C0067,C0149,0.999999955507519
C0068,C0125,0.9999999536398613
C0068,C0168,0.9999999527490591
C0068,C0112,0.9999999522658499
C0069,C0130,0.9999998225739601
C0069,C0120,0.999999731503312
C0069,C0127,0.9999996118228653
C0070,C0174,0.999999969733936
C0070,C0011,0.9999999650527205
C0070,C0019,0.9999999622980452
C0071,C0131,0.9999999997732165
C0071,C0073,0.9999999990121243
C0071,C0139,0.9999999797595497
C0072,C0013,0.9999985945568506
C0072,C0049,0.9999980775215885
C0072,C0084,0.9999979790042622
C0073,C0071,0.9999999990121243
C0073,C0131,0.9999999978386963
C0073,C0139,0.9999999719614616
C0074,C0188,0.999999983471025
C0074,C0102,0.9999999825339656
C0074,C0161,0.9999999820931976
C0075,C0021,0.9999999847625827
C0075,C0004,0.9999999515416824
C0075,C0090,0.9999999496080331
C0076,C0178,0.9999998431898262
C0076,C0052,0.9999997077484959
C0076,C0128,0.99999967305937
C0077,C0042,0.9999998718054954
C0077,C0034,0.9999998705085453
C0077,C0061,0.9999998645395333
C0078,C0063,0.9999445450018161
C0078,C0018,0.9999418002962857
C0078,C0142,0.9999368755027129
C0079,C0196,0.999999997352028
C0079,C0025,0.9999999958559076
C0079,C0104,0.9999999868408459
C0080,C0097,0.9999999373969466
C0080,C0089,0.9999998666515644
C0080,C0052,0.9999995381902509
C0081,C0041,0.9999999423740847
C0081,C0024,0.9999999139396377
C0081,C0017,0.9999998956428048
C0082,C0147,0.9999999940640985
C0082,C0161,0.9999999911374127
C0082,C0175,0.9999999877280983
C0083,C0176,0.9999999999452124
C0083,C0165,0.999999964884298
C0083,C0099,0.9999999635946846
C0084,C0072,0.9999979790042622
C0084,C0020,0.9999971562142204
C0084,C0054,0.9999969567579012
C0085,C0018,0.9999991855847948
C0085,C0146,0.9999988498999545
C0085,C0172,0.999998493698216
C0086,C0113,0.9999999914541445
C0086,C0179,0.9999999892689714
C0086,C0104,0.9999999864273474
C0087,C0191,0.9999997152363874
C0087,C0032,0.9999996777951088
C0087,C0050,0.9999996245341461
C0088,C0107,0.999999991781736
C0088,C0067,0.999999953713611
C0088,C0192,0.9999999355652336
C0089,C0080,0.9999998666515644
C0089,C0097,0.9999996213135373
C0089,C0014,0.9999992400315071
C0090,C0017,0.9999999593179721
C0090,C0075,0.9999999496080331
C0090,C0181,0.9999999480607812
C0091,C0096,0.9999999741983875
C0091,C0197,0.9999999395429404
C0091,C0005,0.9999999351136554
C0092,C0058,0.9999994106867512
C0092,C0056,0.9999991870794804
C0092,C0093,0.9999988540938793
C0093,C0143,0.999999730699582
C0093,C0056,0.9999992528923537
C0093,C0129,0.9999992502530847
C0094,C0101,0.999999936674188
C0094,C0156,0.9999999333319731
C0094,C0011,0.9999999142535968
C0095,C0199,0.9999999930624314
C0095,C0140,0.9999999779088536
C0095,C0148,0.9999999417321075
C0096,C0091,0.9999999741983875
C0096,C0007,0.9999999625935378
C0096,C0005,0.9999999613323864
C0097,C0080,0.9999999373969466
C0097,C0052,0.9999996963562026
C0097,C0128,0.999999662967567
C0098,C0054,0.9999981792546688
C0098,C0111,0.9999978838767177
C0098,C0046,0.9999975370859248
C0099,C0010,0.9999999788674184
C0099,C0061,0.9999999702913951
C0099,C0042,0.9999999679926506
C0100,C0179,0.9999999882880658
C0100,C0164,0.9999999863111498
C0100,C0086,0.9999999638646128
C0101,C0156,0.9999999486188992
C0101,C0094,0.999999936674188
C0101,C0155,0.9999999343698618
C0102,C0188,0.9999999971159648
C0102,C0184,0.9999999894790168
C0102,C0074,0.9999999825339656
C0103,C0108,0.9999999839329474
C0103,C0079,0.9999999827869129
C0103,C0196,0.9999999813527912
C0104,C0079,0.9999999868408459
C0104,C0086,0.9999999864273474
C0104,C0113,0.9999999863041643
C0105,C0114,0.9999942920703735
C0105,C0055,0.9999941908835118
C0105,C0066,0.9999941480831885
C0106,C0002,0.9999999728242661
C0106,C0166,0.999999972498916
C0106,C0053,0.9999999693933831
C0107,C0088,0.999999991781736
C0107,C0192,0.9999999641628968
C0107,C0067,0.9999999565058053
C0108,C0103,0.9999999839329474
C0108,C0043,0.9999999831850541
C0108,C0053,0.9999999599392703
C0109,C0175,0.9999999803601074
C0109,C0053,0.9999999802536522
C0109,C0029,0.9999999787237895
C0110,C0014,0.9999947312183282
C0110,C0138,0.9999942961463223
C0110,C0089,0.9999899692063653
C0111,C0098,0.9999978838767177
C0111,C0117,0.9999969202824662
C0111,C0046,0.9999964318137198
C0112,C0001,0.9999999645085256
C0112,C0023,0.9999999642491285
C0112,C0168,0.9999999562201592
C0113,C0122,0.9999999936802256
C0113,C0086,0.9999999914541445
C0113,C0104,0.9999999863041643
C0114,C0055,0.9999997638971055
C0114,C0048,0.9999994731292936
C0114,C0117,0.9999968452547898
C0115,C0114,0.9999864219853466
C0115,C0105,0.9999859460092514
C0115,C0055,0.9999857586618266
C0116,C0187,0.9999992388525831
C0116,C0124,0.9999988366320433
C0116,C0172,0.9999986018451983
C0117,C0111,0.9999969202824662
C0117,C0055,0.9999968846045844
C0117,C0114,0.9999968452547898
C0118,C0161,0.9999999921479477
C0118,C0122,0.9999999905664043
C0118,C0188,0.9999999902586858
C0119,C0157,0.9999999572664177
C0119,C0181,0.9999999036247103
C0119,C0148,0.9999999030687319
C0120,C0130,0.9999999802889971
C0120,C0091,0.9999998734040195
C0120,C0197,0.9999998147046754
C0121,C0174,0.9999999435124485
C0121,C0017,0.999999934331734
C0121,C0064,0.9999999222581127
C0122,C0113,0.9999999936802256
C0122,C0118,0.9999999905664043
C0122,C0173,0.999999988168272
C0123,C0015,0.9999999985186824
C0123,C0047,0.9999998245629608
C0123,C0037,0.9999998027669915
C0124,C0187,0.9999995120180258
C0124,C0036,0.9999992782221473
C0124,C0116,0.9999988366320433
C0125,C0168,0.99999999998254
C0125,C0155,0.9999999774594056
C0125,C0023,0.9999999687381514
C0126,C0142,0.9999998429647214
C0126,C0193,0.9999996011418614
C0126,C0064,0.9999995729475519
C0127,C0157,0.9999998339836642
C0127,C0119,0.9999996749499598
C0127,C0051,0.999999643571394
C0128,C0060,0.9999997868508208
C0128,C0163,0.9999997052065408
C0128,C0076,0.99999967305937
C0129,C0003,0.9999997766683291
C0129,C0031,0.9999997537661579
C0129,C0026,0.999999702068643
C0130,C0120,0.9999999802889971
C0130,C0069,0.9999998225739601
C0130,C0091,0.9999997809850005
C0131,C0071,0.9999999997732165
C0131,C0073,0.9999999978386963
C0131,C0139,0.9999999827957525
C0132,C0153,0.9999999511036058
C0132,C0011,0.999999935855161
C0132,C0027,0.9999998957484315
C0133,C0062,0.9999999470961644
C0133,C0159,0.9999999357185582
C0133,C0002,0.9999999306457423
C0134,C0002,0.9999999913076749
C0134,C0103,0.9999999670893628
C0134,C0145,0.9999999648879773
C0135,C0139,0.9999999853385239
C0135,C0147,0.9999999841265765
C0135,C0082,0.999999971676383
C0136,C0052,0.999999945405094
C0136,C0076,0.9999996524148571
C0136,C0047,0.9999995856760013
C0137,C0047,0.9999996701446296
C0137,C0015,0.9999995761482441
C0137,C0123,0.9999995319909034
C0138,C0110,0.9999942961463223
C0138,C0014,0.9999920005295048
C0138,C0144,0.9999919165396053
C0139,C0135,0.9999999853385239
C0139,C0131,0.9999999827957525
C0139,C0071,0.9999999797595497
C0140,C0095,0.9999999779088536
C0140,C0199,0.9999999462117338
C0140,C0197,0.999999922517749
C0141,C0200,0.9999999907245046
C0141,C0145,0.9999999798476396
C0141,C0109,0.9999999784967883
C0142,C0126,0.9999998429647214
C0142,C0063,0.9999995177475176
C0142,C0193,0.9999994787329202
C0143,C0093,0.999999730699582
C0143,C0030,0.9999996355985546
C0143,C0129,0.9999994898954291
C0144,C0195,0.9999977121528051
C0144,C0124,0.9999945199391895
C0144,C0098,0.9999945001580214
C0145,C0141,0.9999999798476396
C0145,C0200,0.9999999718481383
C0145,C0109,0.9999999652530693
C0146,C0035,0.9999995331155166
C0146,C0018,0.999998953498649
C0146,C0085,0.9999988498999545
C0147,C0082,0.9999999940640985
C0147,C0135,0.9999999841265765
C0147,C0161,0.9999999820707485
C0148,C0199,0.9999999524403682
C0148,C0095,0.9999999417321075
C0148,C0004,0.999999926272794
C0149,C0198,0.9999999578124485
C0149,C0067,0.999999955507519
C0149,C0184,0.9999999431891815
C0150,C0010,0.9999999308328497
C0150,C0099,0.9999998826703073
C0150,C0061,0.9999998660021574
C0151,C0110,0.9999730768900997
C0151,C0138,0.9999606524087366
C0151,C0014,0.9999439881155402
C0152,C0104,0.9999999810174327
C0152,C0179,0.9999999799947489
C0152,C0113,0.9999999674586936
C0153,C0165,0.9999999666114835
C0153,C0082,0.9999999575568168
C0153,C0135,0.9999999568067462
C0154,C0039,0.9999997137725626
C0154,C0054,0.9999983570771238
C0154,C0048,0.9999980370846706
C0155,C0021,0.9999999780215584
C0155,C0168,0.9999999775633485
C0155,C0125,0.9999999774594056
C0156,C0101,0.9999999486188992
C0156,C0094,0.9999999333319731
C0156,C0088,0.9999999229072354
C0157,C0119,0.9999999572664177
C0157,C0051,0.9999998399197981
C0157,C0127,0.9999998339836642
C0158,C0100,0.9999999509830189
C0158,C0106,0.999999941620783
C0158,C0164,0.9999999377163937
C0159,C0002,0.9999999581465966
C0159,C0025,0.999999938574483
C0159,C0196,0.9999999365994925
C0160,C0038,0.9999999999712174
C0160,C0104,0.9999999667761975
C0160,C0152,0.9999999621096473
C0161,C0175,0.9999999925798151
C0161,C0118,0.9999999921479477
C0161,C0082,0.9999999911374127
C0162,C0113,0.9999999844926976
C0162,C0122,0.9999999802642885
C0162,C0086,0.999999973962037
C0163,C0140,0.9999999214708236
C0163,C0095,0.9999999092877017
C0163,C0199,0.9999998831429942
C0164,C0100,0.9999999863111498
C0164,C0170,0.9999999836378181
C0164,C0179,0.9999999727418637
C0165,C0082,0.9999999783729531
C0165,C0029,0.9999999712018381
C0165,C0153,0.9999999666114835
C0166,C0086,0.999999973083391
C0166,C0162,0.9999999729159363
C0166,C0106,0.999999972498916
C0167,C0185,0.9999999408991824
C0167,C0024,0.999999901645128
C0167,C0178,0.9999998585976783
C0168,C0125,0.99999999998254
C0168,C0155,0.9999999775633485
C0168,C0023,0.9999999701983048
C0169,C0141,0.9999999720939082
C0169,C0200,0.9999999652372825
C0169,C0082,0.9999999607107147
C0170,C0164,0.9999999836378181
C0170,C0100,0.9999999621518351
C0170,C0090,0.9999999333209807
C0171,C0193,0.9999999961671263
C0171,C0132,0.9999998241391209
C0171,C0019,0.9999998201704741
C0172,C0012,0.9999996314602446
C0172,C0065,0.9999991933760094
C0172,C0116,0.9999986018451983
C0173,C0175,0.9999999900879674
C0173,C0122,0.999999988168272
C0173,C0053,0.9999999824064415
C0174,C0070,0.999999969733936
C0174,C0131,0.99999996395002
C0174,C0071,0.9999999636484007
C0175,C0161,0.9999999925798151
C0175,C0173,0.9999999900879674
C0175,C0082,0.9999999877280983
C0176,C0083,0.9999999999452124
C0176,C0165,0.9999999663385359
C0176,C0099,0.9999999615120203
C0177,C0047,0.9999995251639251
C0177,C0191,0.9999994068656917
C0177,C0137,0.9999994045041477
C0178,C0185,0.999999885522702
C0178,C0167,0.9999998585976783
C0178,C0189,0.9999998508864633
C0179,C0086,0.9999999892689714
C0179,C0100,0.9999999882880658
C0179,C0104,0.999999982962943
C0181,C0051,0.9999999522386858
C0181,C0090,0.9999999480607812
C0181,C0008,0.9999999395662876
C0182,C0117,0.9999420297451146
C0182,C0138,0.9999380033253812
C0182,C0151,0.9999316997359187
C0183,C0016,0.9999999965422174
C0183,C0032,0.9999997943150056
C0183,C0088,0.9999997821458615
C0184,C0188,0.999999991882318
C0184,C0102,0.9999999894790168
C0184,C0045,0.9999999826552727
C0185,C0167,0.9999999408991824
C0185,C0024,0.9999999083018328
C0185,C0043,0.999999905822065
C0186,C0068,0.999999882204931
C0186,C0050,0.9999997692436412
C0186,C0120,0.9999997506708984
C0187,C0124,0.9999995120180258
C0187,C0036,0.9999994879350322
C0187,C0116,0.9999992388525831
C0188,C0102,0.9999999971159648
C0188,C0184,0.999999991882318
C0188,C0118,0.9999999902586858
C0189,C0170,0.9999999307349705
C0189,C0008,0.9999999301775102
C0189,C0181,0.9999998999394136
C0190,C0028,0.9999998431279244
C0190,C0194,0.9999997239353394
C0190,C0026,0.9999996259589197
C0191,C0087,0.9999997152363874
C0191,C0126,0.9999995004456119
C0191,C0177,0.9999994068656917
C0192,C0102,0.9999999791653431
C0192,C0188,0.9999999711614825
C0192,C0074,0.9999999692752114
C0193,C0171,0.9999999961671263
C0193,C0064,0.9999998097665576
C0193,C0132,0.9999997874395286
C0194,C0081,0.9999998286525303
C0194,C0017,0.9999997374419366
C0194,C0157,0.9999997239650884
C0195,C0144,0.9999977121528051
C0195,C0124,0.999996752522671
C0195,C0098,0.999996745075515
C0196,C0025,0.9999999998331723
C0196,C0079,0.999999997352028
C0196,C0103,0.9999999813527912
C0197,C0005,0.999999964228738
C0197,C0007,0.9999999494223383
C0197,C0091,0.9999999395429404
C0198,C0040,0.9999999751247298
C0198,C0184,0.9999999621489413
C0198,C0149,0.9999999578124485
C0199,C0095,0.9999999930624314
C0199,C0005,0.9999999593005244
C0199,C0007,0.9999999569296756
C0200,C0141,0.9999999907245046
C0200,C0145,0.9999999718481383
C0200,C0169,0.9999999652372825
